team_name,members
Daughters of the Dragon (Earth-616),"['Colleen Wing (Earth-616)', 'Mercedes Knight (Earth-616)', 'Otis Johnson II (Earth-616)']"
Rinaldo Family (Earth-616),[]
European Organization for Nuclear Research (Earth-616),[]
Gang of Nine (Earth-616),[]
Gorilla Men (Gorilla-Man) (Earth-616),['Arthur Nagan (Earth-616)']
Cliff Forest People (Earth-616),[]
Magnetic North (Earth-616),['Neutrino Annihilator (Kirk) (Earth-616)']
Spider-Girls (Earth-616),"['Becky (Spider-Girls) (Earth-616)', 'Emma Paley (Earth-616)', 'Leila Goldberg (Earth-616)']"
Rotruvian Army (Earth-616),[]
Council of Liu-Shi (Earth-616),"['Choshin (Earth-616)', 'Shu-Hu (Earth-616)']"
Derangers (Earth-616),"['Arthur Van Krijg (Earth-616)', 'Esme Fernando (Earth-616)', 'Goblyn (Earth-616)', 'Laura Dean (Earth-616)', 'Willem Vincent (Earth-616)', 'William Nowlan (Earth-616)']"
Skrull Army (Earth-616),"[""N'ala (Earth-616)""]"
Spartoi Empire,[]
Nova Express (Earth-616),[]
New York Mets (Earth-616),['Demang Pendak (Earth-616)']
Hulk-Hunters (Earth-616),['Qnax (Earth-616)']
Cartels (Earth-616),"['Angelica Rojas (Earth-616)', 'Benito Serrano (Earth-616)', 'Calavera (Earth-616)', 'Calavera de Jade (Earth-616)', 'Carlos LaMuerto (Earth-616)', 'Carlos Lobo (Earth-616)', 'Don of the Dead (Earth-616)', 'Dragon (Marco) (Earth-616)', 'Eduardo Lobo (Earth-616)', 'El Caiman (Earth-616)', 'Ernesto Villamos (Earth-616)', 'Esmeralda Lobo (Earth-616)', 'Espumar (Earth-616)', 'Felix Jade (Earth-616)', 'General Carranza (Earth-616)', 'Gilberto Alcantara (Earth-616)', 'Grip (Earth-616)', 'Guillermo Del Sol (Earth-616)', 'Hector Balboa (Earth-616)', 'Hector Del Sol (Earth-616)', 'Jorge Valdez (Earth-616)', 'Juan Carlos Valencia (Earth-616)', 'MacDonald Gargan (Earth-616)', 'Pablo Espinosa (Earth-616)', 'Pit Bull (Earth-616)', 'Teodor Zarco (Earth-616)', 'True Believers (Cult) (Earth-616)', 'Victor Santiago (Earth-616)']"
Midnight Wreckers (Earth-616),"['Bags (Earth-616)', 'Hassle (Earth-616)', 'Swift (Midnight Wreckers) (Earth-616)']"
Spider-Clones (Earth-616),[]
Wizardry Alchemy Necromancy Department (Earth-616),['Pandora Peters (Earth-616)']
Maria Stark Foundation (Earth-616),"['Anthony Stark (Earth-616)', 'Arno Stark (Earth-616)', 'Janice Imperato (Earth-616)', 'Maxwell Caton (Earth-616)', 'Sanford Chesney (Earth-616)']"
Order of the Glorious End (Earth-616),"['Glaze (Order of the Glorious End) (Earth-616)', 'Igneous (Earth-616)', 'Lepain (Earth-616)', 'Pale Horse (Earth-616)']"
Circus of Crime (Earth-616),"['Antoro (Earth-616)', 'Blossom (Earth-616)', 'Bruce Olafsen (Earth-616)', 'Buck Chisholm (Earth-616)', 'Butch (Circus of Crime) (Earth-616)', 'Circus Crew (Earth-616)', 'Clinton Barton (Earth-616)', 'Clown (Franklin) (Earth-616)', 'Clown (Spiral) (Earth-616)', 'Derko (Earth-616)', 'Devil Dinosaur (Earth-78411)', 'Draconus (Earth-616)', 'Eliot Franklin (Clown) (Earth-616)', 'Ernesto & Luigi Gambonno (Earth-616)', 'Fritz Tiboldt (Earth-616)', 'Howard Duckson (Earth-791021)', 'Jack Baker (Earth-616)', 'Jack Pulver (Earth-616)', 'Jo-Jo the Dog-Faced Boy (Earth-616)', 'Joseph Manfredi (Earth-616)', 'Kabir Mahadevu (Earth-616)', 'Madame Leah (Earth-616)', 'Magician (Circus of Crime) (Earth-616)', 'Major Minor (Earth-616)', 'Mary Stenson (Earth-616)', 'Maynard Tiboldt (Earth-616)', 'Mike the Strong Man (Earth-616)', 'Missing Link (Circus of Crime) (Earth-616)', 'Moon-Boy (Earth-78411)', 'Omir (Earth-616)', 'Professor (Circus of Crime) (Earth-616)', 'Rajar (Elephant) (Earth-616)', 'Rance Preston (Earth-616)', 'Rawal (Earth-616)', 'Rex the Dog-Faced Boy (Earth-616)', 'Spike (Circus of Crime) (Earth-616)', 'Stilts (Earth-616)', 'Tarrax the Tamer (Earth-616)', 'Thor Odinson (Earth-616)', 'Tommy Thumb (Earth-616)', 'Tomás Ramírez (Earth-616)', 'Trapeze Trio (Earth-616)', 'William Foster (Earth-616)', 'Zandow (Earth-616)', 'Zelda DuBois (Earth-616)']"
City-Keepers (Earth-616),"['Flarn (Earth-616)', 'Skornn (Stenth) (Earth-616)']"
X-Factor (Government) (Earth-616),"['Alexander Summers (Earth-616)', 'Devlin Greystone (Earth-1191)', 'Fixx (Earth-1191)', 'Forge (Earth-616)', 'Guido Carosella (Earth-616)', 'James Madrox (Earth-616)', 'Kyle Gibney (Earth-616)', 'Lorna Dane (Earth-616)', 'Pietro Maximoff (Earth-616)', 'Rahne Sinclair (Earth-616)', 'Raven Darkholme (Earth-616)', 'Shard Bishop (Earth-1191)', 'Valerie Cooper (Earth-616)', 'Victor Creed (Earth-616)']"
Children of the Vault (Earth-616),"['Aguja (Earth-616)', 'Cadena (Earth-616)', 'Corregidora (Earth-616)', 'Diamante (Earth-616)', 'Fuego (Earth-616)', 'Horadar (Earth-616)', 'Jeanne-Marie Beaubier (Earth-616)', 'Luz (Earth-616)', 'Madre (Earth-616)', 'Martillo (Earth-616)', 'Merbavon (Earth-616)', 'Olvido (Earth-616)', 'Perro (Earth-616)', 'Piedra Dura (Earth-616)', 'Sangre (Children of the Vault) (Earth-616)', 'Serafina (Earth-616)', 'Terramoto (Earth-616)']"
Shadow Initiative (Earth-616),"['Anthony Masters (Earth-616)', 'Badd Axe (Earth-616)', 'Barracuda (Heavy Mettle) (Earth-616)', 'Blackwing (Heavy Mettle) (Earth-616)', 'Duc No Tranh (Earth-616)', 'Emery Schaub (Earth-616)', 'Firearms (Earth-616)', 'Frank Payne (Earth-616)', 'Heavy Mettle (Earth-616)', 'Henry Gyrich (Earth-616)', 'Jack Dulouz (Earth-616)', 'James Santini (Earth-616)', 'Jonathan Logan (Earth-616)', 'Keith Kraft (Earth-616)', 'Mary Walker (Earth-616)', 'Melati Kusuma (Earth-616)', 'Michael van Patrick (Michael) (Earth-616)', 'Michael van Patrick (Patrick) (Earth-616)', 'Michael van Patrick (Van) (Earth-616)', 'Riot (Heavy Mettle) (Earth-616)', 'Scarlet Spiders (Earth-616)', 'Slaughter Boy (Earth-616)', 'Stronghold (Heavy Mettle) (Earth-616)', 'Terrance Ward (Earth-616)', 'Warbow (Heavy Mettle) (Earth-616)']"
All-Mother of Asgardia (Earth-616),"['Freyja Freyrdottir (Earth-616)', 'Gaea (Earth-616)', 'Idunn (Earth-616)']"
Riders of Doom (Earth-616),['John Gilliam (Earth-616)']
Shadow Riders (Earth-616),"['Alison Kane (Earth-616)', 'Che (Earth-616)', 'Goodfellow (Earth-616)', 'Steven White (Earth-616)', 'Stranger (Shadow Riders) (Earth-616)', 'Vorin (Earth-616)']"
Street Amazons (Earth-616),[]
Gene Nation (Earth-616),"['Brian Dunlop (Earth-616)', ""D'Gard (Earth-616)"", 'Ever (Earth-616)', 'Fever Pitch (Earth-616)', 'Hemingway (Earth-616)', 'Henry McCoy (Earth-295)', 'Iron Maiden (Gene Nation) (Earth-616)', 'Marrow (Sarah) (Earth-616)', 'Sack (Earth-616)', 'Tether (Earth-616)']"
Y2K Gang (Earth-616),[]
Ace Corporation (Earth-616),[]
Council of Godheads (Earth-616),"['Ahura Mazda (Earth-616)', 'Altjira (Earth-616)', 'Amaterasu (Earth-616)', 'Anu (Earth-616)', 'Atar (Earth-616)', 'Athena Parthenos (Earth-616)', 'Atum (Earth-616)', 'Baiame (Earth-616)', 'Balder Odinson (Earth-616)', 'Brahma (Earth-616)', 'Buddha (Earth-616)', 'Buluku (Earth-616)', 'Con Ticci Viracocha (Earth-616)', 'Crom (Earth-616)', 'Cronus (Earth-616)', 'Dagon (Annunaki) (Earth-616)', 'Eochaid Ollathair (Earth-616)', 'Gitche Manitou (Earth-616)', 'Hadad (Earth-616)', 'Hera Argeia (Earth-616)', 'Hercules Panhellenios (Earth-616)', 'Hodiak (Earth-616)', 'Horus (Deity) (Earth-616)', 'Hunab Ku (Earth-616)', 'Hwanin (Earth-616)', 'Inti (Earth-616)', 'Itzamna Kauil (Earth-616)', 'Izanagi-No-Mikoto (Earth-616)', 'Kwaku Anansi (Earth-616)', 'Kāne (Earth-616)', 'Marduk (Earth-616)', 'Mithra (Earth-616)', 'Nuada (Earth-616)', 'Odin Borson (Earth-616)', 'Osiris (Earth-616)', 'Ouranos (Earth-616)', 'Quetzalcoatl (Earth-616)', 'Seth (Earth-616)', 'Shiva (Earth-616)', 'Svarog (Earth-616)', 'Tezcatlipoca (Earth-616)', 'Ukko (Earth-616)', 'Ulgen (Earth-616)', 'Valka (Earth-616)', 'Vishnu (Hindu Deity) (Earth-616)', 'Yahweh (Earth-616)', 'Yu Huang (Earth-616)', 'Zeus Panhellenios (Earth-616)', 'Zhao Yen (Earth-616)']"
War Goblins (Earth-616),[]
Dark Ocean Society (Earth-616),"['Alexi Shostakov (Earth-616)', 'Fantasma (Dark Ocean Society) (Earth-616)', 'Madame (Earth-616)', 'Sputnik (Dark Ocean Society) (Earth-616)']"
Legion Accursed (Earth-616),"['Adrian Toomes (Earth-616)', 'Aleksei Sytsevich (Earth-616)', 'Arthur Parks (Earth-616)', 'Bentley Wittman (Earth-616)', 'Blanche Sitznski (Earth-616)', 'Blastaar (Earth-616)', 'Cain Marko (Earth-616)', 'Carl Creel (Earth-616)', 'Dimitri Bukharin (Earth-616)', 'Dirk Garthwaite (Earth-616)', 'Emil Blonsky (Earth-616)', 'Emma Frost (Earth-616)', 'Esteban Corazón de Ablo (Earth-616)', 'Franklin Hall (Earth-616)', 'Georges Batroc (Earth-616)', 'Harvey Elder (Earth-616)', 'Karl Mordo (Earth-616)', 'Keniuchio Harada (Earth-616)', 'Mary MacPherran (Earth-616)', 'Maxwell Dillon (Earth-616)', 'Maynard Tiboldt (Earth-616)', 'Mephisto (Earth-616)', 'Nathaniel Richards (Kang) (Earth-6311)', 'Otto Octavius (Earth-616)', 'Roderick Kingsley (Earth-616)', 'Sergei Kravinoff (Earth-616)', 'Ultron (Earth-616)', 'Vanisher (Earth-616)', 'Victor von Doom (Earth-616)']"
Red Circle (Earth-616),[]
Those Who Dream The Suns (Earth-616),[]
International Crime Organization Nexus (Earth-616),"['Cardinal (ICON) (Earth-616)', 'Indigo (ICON) (Earth-616)', 'Rainbow (I.C.O.N.) (Earth-616)']"
New U Technologies (Earth-616),"['Aleksei Sytsevich (Earth-616)', 'Alistaire Smythe (Earth-616)', 'Ashley Kafka (Earth-616)', 'Barton Hamilton (Earth-616)', 'Benjamin Reilly (Earth-616)', 'Burt Kenyon (Earth-616)', 'Cassandra Webb (Earth-616)', 'Curtis Connors (Earth-616)', 'Desmond Charne (Earth-616)', 'Eduardo Lobo (Earth-616)', 'Francine Frye (Earth-616)', 'Francis Klum (Earth-616)', 'Frank Oliver (Earth-616)', 'Frederick Foswell (Earth-616)', 'George Stacy (Earth-616)', 'Gwendolyne Stacy (Earth-616)', 'Hobie Brown (Clone) (Earth-616)', 'Jackson Brice (Earth-616)', 'Jason Macendale Jr. (Earth-616)', 'Jean DeWolff (Earth-616)', 'Marcus Lyman (Earth-616)', 'Marla Madison (Earth-616)', 'Martha Connors (Earth-616)', 'Martha Franklin (Earth-616)', 'Maxwell Dillon (Earth-616)', 'Miles Warren (Earth-616)', 'Miles Warren Clones (Earth-616)', 'Oksana Sytsevich (Earth-616)', 'Otto Octavius (Earth-616)', 'Raymond Bloch (Earth-616)', 'Richard Fisk (Earth-616)', 'Rita Clarkson (Earth-616)', 'Spencer Smythe (Earth-616)', 'Steven Levins (Earth-616)', 'Vanessa Fisk (Earth-616)', 'Wilbur Day (Earth-616)']"
Starry Wisdom Cult (Earth-616),[]
Thunderbolts (Warp World) (Earth-616),"['Bullsai (Warp World) (Earth-616)', 'Janice Jones (Warp World) (Earth-616)', 'Melissa Morley (Warp World) (Earth-616)']"
Cult of Knull (Earth-616),"['Agony (Symbiote) (Earth-616)', 'Agony (Tess) (Earth-616)', 'Andrew Breen (Earth-616)', 'Carnage IV (Symbiote) (Earth-616)', 'Chewie (Earth-58163)', 'Cletus Kasady (Earth-616)', 'Conundrum (Earth-616)', 'Cortland Kasady (Earth-616)', 'Daniel Andrews (Earth-616)', 'Demogoblin (Earth-616)', 'Doppelganger (Spider-Man) (Earth-616)', 'Emil Gregg (Earth-616)', 'Frances Barrison (Earth-616)', 'Freak (Vagrant) (Earth-616)', 'Hybrid (Symbiote) (Earth-616)', 'Jackson Arvad (Earth-616)', 'John Jonah Jameson III (Earth-616)', 'Lasher (Sadie) (Earth-616)', 'Lasher (Symbiote) (Earth-616)', 'Miles Morales (Earth-1610)', 'Norman Osborn (Earth-616)', 'Patricia Robertson (Earth-616)', 'Phage (Billy) (Earth-616)', 'Phage (Symbiote) (Earth-616)', 'Reed Richards (Earth-1610)', ""Riot (Sadie's Father) (Earth-616)"", 'Riot (Symbiote) (Earth-616)', 'Scream (Symbiote) (Earth-616)', 'Tanis Nieves (Earth-616)']"
Joint Intelligence Committee (Earth-616),"['Lancelot Hunter (Earth-616)', 'Mortimer Grimsdale (Earth-616)']"
Leelumultipass Phi Theta Betas (Earth-616),"['Monae (Earth-616)', ""X'Andria (Earth-616)""]"
Furies (Earth-616),"['Alecto (Furies) (Earth-616)', 'Megaera (Furies) (Earth-616)', 'Tisiphone (Furies) (Earth-616)']"
Acolytes (Earth-616),"['Allen Marc Yuricic (Earth-616)', 'Amelia Voght (Earth-616)', 'Andrew Graves (Earth-616)', 'Anne-Marie Cortez (Earth-616)', 'Bennet du Paris (Earth-616)', 'Carmella Unuscione (Earth-616)', 'David Anthony Rice (Earth-616)', 'Eric Kleinstock (Earth-616)', 'Fabian Cortez (Earth-616)', 'Francisco Milan (Earth-616)', 'Gianna Esperanza (Earth-616)', 'Harlan Kleinstock (Earth-616)', 'Heather Tucker (Earth-616)', 'Henry McCoy (Earth-616)', 'Isaac Javitz (Earth-616)', 'Jacob Lashinski (Earth-616)', 'Joanna Cargill (Earth-616)', 'Joseph (Earth-616)', 'Kamal el Alaoui (Earth-616)', 'Karima Shapandar (Earth-616)', 'Katu Kath (Earth-616)', 'Lavinia LeBlanc (Earth-616)', 'Lorna Dane (Earth-616)', 'Marco Delgado (Earth-616)', 'Marcus Andrews (Earth-616)', 'Marshall Stone III (Earth-616)', 'Max Eisenhardt (Earth-616)', 'Mortimer Everett (Earth-616)', 'Nance Winters (Earth-616)', 'Piotr Rasputin (Earth-616)', 'Russell Collins (Earth-616)', 'Sally Blevins (Earth-616)', 'Sarah Ryall (Earth-616)', 'Seamus Mellencamp (Earth-616)', 'Simon Hall (Earth-616)', 'Suvik Senyaka (Earth-616)', 'Sven Kleinstock (Earth-616)', 'Venkat Katragadda (Earth-616)', 'Victor Ludwig (Earth-616)', 'Zachary Williams (Earth-616)']"
Bad Seed (Vampires) (Earth-616),"['Aaron Thorne (Earth-616)', 'Mister Angel (Earth-616)', 'Varnae (Earth-616)']"
Golden Lords (Earth-616),['Simon Caine (Earth-616)']
Black Lodge (Earth-616),"['Surgeon General (Black Lodge) (Earth-616)', 'File:Darla (Earth-616) from Amazing Spider-Man Vol 1 700.3 0001.jpg', 'File:Mona (Earth-616) from Amazing Spider-Man Vol 1 700.3 0001.jpg', 'File:Sapphire (Black Lodge) (Earth-616) from Amazing Spider-Man Vol 1 700.3 0001.jpg', 'File:Tess (Earth-616) from Amazing Spider-Man Vol 1 700.4 0001.jpg', 'File:Tiffany (Black Lodge) (Earth-616) from Amazing Spider-Man Vol 1 700.3 0001.jpg']"
Eights (Earth-616),"['Lu Wei (Earth-616)', 'Tenfingers (Earth-616)']"
Legion of the Doomed (Earth-616),[]
Glider Patrol (Earth-616),"['Breezy Collins (Earth-616)', 'Janice Jones (Earth-616)', 'Nails Nelson (Earth-616)', 'West Wing (Earth-616)']"
Military Operatives Designed Only for Combat Squad (Earth-616),[]
Elmhold Clan (Earth-616),['Gunhild (Earth-616)']
National Force (Earth-616),"['Johann Fennhoff (Earth-616)', 'Sharon Carter (Earth-616)', 'William Burnside (Earth-616)']"
Tricks (Earth-616),['Jack of Knives (Earth-616)']
Amazons (Gamburu) (Earth-616),['Nzinga (Earth-616)']
Cardinals of the Universal Church of Truth (Earth-616),"['Arokine (Earth-616)', 'Raker (Earth-616)']"
General Techtronics Laboratories East (Earth-616),['Eric Schwinner (Earth-616)']
Taliban (Earth-616),[]
Intergalactic Coalition (Earth-616),"['Grundig (Earth-616)', 'Rodor (Earth-616)', 'Tinac (Earth-616)']"
Tri-State Crime Syndicate (Earth-616),"['Jimmy Sanguino (Earth-616)', 'Rico Gambisi (Earth-616)', 'Shorty Vansante (Earth-616)', 'Tommy Fabian (Earth-616)', 'Tony Rinaldo (Earth-616)']"
Mirror Modeling (Earth-616),"['Ashley Crawford (Earth-616)', 'Paolo (Earth-616)']"
X-Desk (Earth-616),['Delores Ramirez (Earth-616)']
Romany (Earth-616),"['Ana Maximoff (Earth-616)', 'Django Maximoff (Earth-616)', 'Lianda (Earth-616)', 'Magda Eisenhardt (Earth-616)', 'Marguerita (Earth-616)', 'Marya Maximoff (Earth-616)', 'Mateo Maximoff (Earth-616)', 'Max Eisenhardt (Earth-616)', 'Meggan Puceanu (Earth-616)', 'Natalya Maximoff (Earth-616)', 'Pietro Maximoff (Earth-616)', 'Wanda Maximoff (Earth-616)']"
Batmen (Earth-616),['Ottokar Meltzer (Earth-616)']
Kilgore Arms (Earth-616),"['Carlton Kilgore (Earth-616)', 'Kade Kilgore (Earth-616)', 'Wilhelmina Kensington (Earth-616)']"
Thanosi (Earth-616),"['Armour (Thanosi) (Earth-616)', 'Mystic (Earth-616)', 'Omega (Thanosi) (Earth-616)', 'Thanos (Higher-Powered Thanosi) (Earth-616)', 'Thanos (Low-Level Thanosi) (Earth-616)', 'Warrior (Thanosi) (Earth-616)', 'X (Thanosi) (Earth-616)']"
Clan Fei (Earth-616),"['Lady Chi (Earth-616)', 'Nataku Fei (Earth-616)']"
Cult of the Jackal (Earth-616),"['Anubia (Earth-616)', 'Caiman (Cult of the Jackal) (Earth-616)', 'Harrier (Cult of the Jackal) (Earth-616)', 'Piranis (Earth-616)']"
Peerless Private Detective Agency (Earth-616),"['Sam Stout (Earth-616)', 'Willie Weed (Earth-616)']"
Fraternity of Raptors (Earth-616),"['Christopher Powell (Earth-616)', 'Gyre (Raptor) (Earth-616)', ""H'jke Jeeku (Earth-616)"", 'Kyte (Earth-616)', 'Mentor (Imperial Guard) (Earth-616)', 'Thread:Meteor/@comment-3406131-20140518125135/@comment-3406131-20140518194930', ""N'zyr (Earth-616)"", 'Razor (Raptor) (Earth-616)', 'Robert Rider (Earth-616)', 'Shir Ydrn Talonis (Earth-616)', 'Strel (Earth-616)', 'Talon-M (Earth-616)', 'Xian (Earth-616)']"
Uprising Storm (Earth-616),"['Catastrophobia (Earth-616)', 'Cryptomnesia (Earth-616)', 'Horrorscope (Earth-616)']"
Vanir (Nordheimr),[]
The People (Earth-616),"['Pops (The People) (Earth-616)', 'Spike (The People) (Earth-616)', 'Tacker (The People) (Earth-616)']"
Circle Sinister (Earth-616),"['Karl Mordo (Earth-616)', 'Victoria Bentley (Earth-616)']"
Cross Technological Enterprises (Earth-616),"['Ambrose Connors (Earth-616)', 'Augustine Cross (Earth-616)', 'Clinton Barton (Earth-616)', 'Darren Cross (Earth-616)', 'Jorge Latham (Earth-616)', 'Ronald English (Earth-616)', 'Sheila Danning (Earth-616)', 'Sonny Burch (Earth-616)', 'William Cross (Earth-616)']"
Weapon P.R.I.M.E. (Earth-616),"['Double Trouble (Earth-616)', 'Garrison Kane (Earth-616)', 'George Washington Bridge (Earth-616)', 'Julio Richter (Earth-616)', 'Killspree (Earth-616)', 'Theodore Winchester (Earth-616)', 'Tigerstryke (Mitchell) (Earth-616)', 'Yeti (Weapon P.R.I.M.E.) (Earth-616)']"
Defenders (Villains) (Earth-616),"['Abner Jenkins (Earth-616)', 'Alexander Gentry (Earth-616)', 'Bruno Horgan (Earth-616)', ""Cap'n Skragg (Earth-616)"", 'David Cannon (Earth-616)', 'Frederick Dukes (Earth-616)', 'Frederick Myers (Earth-616)', 'Georges Batroc (Earth-616)', 'Herman Schultz (Earth-616)', 'Joe the Gorilla (Earth-616)', 'Libra (LMD) (Earth-616)', 'Maxwell Dillon (Earth-616)', 'Mortimer Toynbee (Earth-616)', 'Norton Fester (Earth-616)', 'Pecos (Earth-616)', 'Sagittarius (LMD) (Earth-616)', 'Samuel Smithers (Earth-616)', 'Vincent Patilio (Earth-616)']"
Ani-Men (Earth-616),"['Achille DiBacco (Earth-616)', 'Bird-Man (Earth-616)', 'Cat-Man (Ray) (Earth-616)', 'Francois Le Blanc (Earth-616)', 'Frog-Man (Earth-616)', 'Giraffe-Man (Earth-616)', 'Gordon Keefer (Earth-616)', 'Great Horned Owl-Man (Earth-616)', 'Henry Hawk (Earth-616)', 'Pig-Man (Earth-616)', 'Rabbit-Woman (Earth-616)', 'Roy McVey (Earth-616)', 'Sebastian Patane (Earth-616)', 'Townshend Horgan (Earth-616)', 'Veronica Dultry (Earth-616)']"
Triumvirate of Terror (Earth-616),"['Jerome Whale (Earth-616)', 'Louis Browning (Earth-616)', 'Moses Lewton (Earth-616)']"
Fisk Industries (Earth-TRN848),"['James Wesley (Earth-TRN848)', 'Wilson Fisk (Earth-TRN848)']"
Heavy Mettle (Earth-616),"['Barracuda (Heavy Mettle) (Earth-616)', 'Blackwing (Heavy Mettle) (Earth-616)', 'Dalton Beck (Earth-616)', 'Joseph Manfredi (Earth-616)', 'Riot (Heavy Mettle) (Earth-616)', 'Stronghold (Heavy Mettle) (Earth-616)', 'Warbow (Heavy Mettle) (Earth-616)']"
Advanced Genocide Mechanics (Earth-616),[]
Morse Laboratories (Earth-616),['Carla Unger (Earth-616)']
Fates (Shimuru) (Earth-616),[]
Team Shade (Earth-616),"['Arkady Markov (Earth-616)', 'Cameron McGill (Earth-616)', 'Maximilian Ritter (Earth-616)', 'Travis Nevins (Earth-616)']"
Weapon Plus (Earth-616),"['Adam (Weapon VI Upgrade) (Earth-616)', 'Bartol Utler (Earth-616)', 'Celeste Cuckoo (Earth-616)', 'Charlie Cluster-7 (Earth-616)', 'Claude Cramer (Earth-616)', 'E.V.A. (Earth-616)', 'Esme Cuckoo (Earth-616)', 'Father (Earth-616)', 'Garrison Kane (Earth-616)', 'Gregory Terraerton (Earth-616)', 'Harry Pizer (Earth-616)', 'Horace Littleton (Earth-616)', 'Irma Cuckoo (Earth-616)', 'James Braddock Sr. (Otherworld)', 'John Falsworth (Earth-616)', 'John Wraith (Earth-616)', 'Karl Lykos (Earth-616)', 'Kyle Gibney (Earth-616)', 'Marrow (Sarah) (Earth-616)', 'Michael Hunt (Earth-616)', 'Mother (Earth-616)', 'Nicholas Fury (Earth-616)', 'Noah Burstein (Earth-616)', 'Pantu Hurageb (Earth-616)', 'Phoebe Cuckoo (Earth-616)', 'Professor Dalton (Earth-616)', 'Project Brute Force (Earth-616)', 'Randall Pierce (Earth-616)', 'Sophie Cuckoo (Earth-616)', 'Sublime (Earth-616)', 'Team X (Earth-616)', 'Theodore Sallis (Earth-616)', 'Trenton Craft (Earth-616)', 'Truett Hudson (Earth-616)', 'Ultimaton (Earth-616)', 'Vanessa Carlysle (Earth-616)', 'Vlad Dracula (Earth-616)', 'Walker Price (Earth-616)', 'Weapon II (Earth-616)', 'William Junger (Earth-616)', 'Zona Cluster-6 (Earth-616)']"
Dragon-Gunners (Earth-616),[]
Universal Liberation Army (Earth-616),[]
Weapon VIII (Earth-616),[]
Fallen Angels (Earth-616),"['Alphonsus Lefszycic (Earth-616)', 'Ariel (Coconut Grove) (Earth-616)', 'Bill the Lobster (Earth-616)', 'Chance (Fallen Angels) (Earth-616)', 'Devil Dinosaur (Earth-78411)', 'Don the Lobster (Earth-616)', 'James Madrox (Earth-616)', 'James Madrox (Fallen Angels) (Earth-616)', 'Moon-Boy (Earth-78411)', 'Roberto Da Costa (Earth-616)', 'Tabitha Smith (Earth-616)', 'Theresa Cassidy (Earth-616)', 'Vanisher (Earth-616)', 'Warlock (Technarch) (Earth-616)']"
Lucky Few Triad (Earth-616),[]
Midnight Angels (Earth-616),"['Aneka (Earth-616)', 'Ayo (Earth-616)', 'Teela (Earth-616)']"
Outriders (Earth-616),[]
Santa Rosa Sheriff's Department (Earth-616),"['Red Wolf (Earth-51920)', 'Robert Knight (Earth-616)']"
Anti-Symbiote Task Force (Earth-616),"['Claire Dixon (Earth-616)', 'Edward Brock (Earth-616)', 'John Jonah Jameson III (Earth-616)', 'Jubulile van Scotter (Earth-616)', 'MacDonald Gargan (Earth-616)']"
Sunic Pharmacopoeia (Earth-616),"['Edward Lansky (Earth-616)', 'Hans Beimer (Earth-616)']"
SURF (Earth-616),"['Eel (SURF) (Earth-616)', 'Sharkskin (Earth-616)', 'Undertow (SURF) (Earth-616)']"
Horsemen of Apocalypse (Earth-616),"['Abraham Kieros (Earth-616)', 'Akihiro (Earth-616)', 'Autumn Rolfson (Earth-616)', 'Bruce Banner (Earth-616)', ""Cal'syee Neramani (Earth-616)"", 'Caliban (Earth-616)', 'Death (11th Century) (Earth-616)', 'Death (First Horsemen) (Earth-616)', 'Decimus Furius (Earth-616)', 'Elizabeth Braddock (Earth-616)', 'En Sabah Nur (Earth-616)', 'En Sabah Nur (Earth-4935)', 'Eric Williams (Earth-616)', 'Famine (11th Century) (Earth-616)', 'Famine (First Horsemen) (Earth-616)', 'Gazer (Earth-616)', 'Genesis (Earth-616)', 'Ichisumi (Earth-616)', 'James Howlett (Earth-616)', 'Jeb Lee (Earth-616)', 'Lorna Dane (Earth-616)', 'Mikhail Rasputin (Earth-616)', 'Nathaniel Essex (Earth-616)', 'Pestilence (First Horsemen) (Earth-616)', 'Phantom Bats of the Twelve Minds (Earth-616)', 'Plague (Earth-616)', 'Remy LeBeau (Earth-616)', 'Robert Reynolds (Earth-616)', 'Roderick Campbell (Earth-616)', 'Sanjar Javeed (Earth-616)', 'Sean Cassidy (Earth-616)', 'Shiro Yoshida (Earth-616)', 'War (11th Century) (Earth-616)', 'War (15th Century) (Earth-616)', 'War (First Horsemen) (Earth-616)', 'Warren Worthington III (Earth-616)']"
